SN.,Title,Registration Number,Registration Date,Language,Periodicity,Publisher,Owner,Publication State,Publication District
157,AADIKAAL,UPHIN/2013/48791,22-03-2013,Hindi,Daily,SUSHEELA SHUKLA,SUSHEELA SHUKLA,Uttar Pradesh,Lucknow
158,AADIKAAL,UPHIN/2010/33104,03-08-2010,Hindi,Weekly,SUSHEELA SHUKLA,SUSHEELA SHUKLA,Uttar Pradesh,Bareilly
159,AADIKAAL,UPHIN/2011/47700,27-06-2013,Hindi,Weekly,SUSHEELA SHUKLA,SUSHEELA SHUKLA,Uttar Pradesh,Bareilly
160,AADIKAAL,UPHIN/2012/45526,04-10-2012,Hindi,Weekly,SUSHEELA SHUKLA,SUSHEELA SHUKLA,Uttar Pradesh,Lucknow
161,AADIM JANSANGRAM,MAHMAR/2015/66090,10-02-2016,Marathi,Weekly,RAMESH SAMBHAJI PARCHAKE,RAMESH SAMBHAJI PARCHAKE,Maharashtra,Thane
162,AADINAGALU,KARKAN/2017/73966,24-11-2017,Kannada,Monthly,V.K. BHANU PRAKASH,V.K. BHANU PRAKASH,Karnataka,Bengaluru
163,Aadinath Media,RJHIN/25/A5439,31-12-2025,Hindi,Fortnightly,Manoj Kumar Jain,Manoj Kumar Jain,Rajasthan,Jaipur
164,AADINATH NEWS,GUJGUJ/2011/39882,08-12-2011,Gujarati,Weekly,MEHTA PRAVINKUMAR DAHYALAL,MEHTA PRAVINKUMAR DAHYALAL,Gujarat,Mahesana
165,Aadishesh Wrutta,MPHIN/26/A0857,30-01-2026,Hindi,Weekly,Sagar Gaikwad,Sagar Gaikwad,Madhya Pradesh,Indore
166,AADITYA ALOK,MPHIN/2011/52486,09-10-2013,Hindi,Weekly,MAMTA KAILASH,MAMTA KAILASH,Madhya Pradesh,Bhopal
167,AADITYA TIMES,UPHIN/2003/11475,19-12-2003,Hindi,Weekly,ADITYA NARAYAN TRIPATHI,ADITYA NARAYAN TRIPATHI,Uttar Pradesh,Ambedkar Nagar
168,AADITYA TIMES,UPHIN/2013/50077,05-06-2013,Hindi,Daily,ADITYA NARAYAN TRIPATHI,ADITYA NARAYAN TRIPATHI,Uttar Pradesh,Ambedkar Nagar
169,AADITYA VICHAAR,MPHIN/26/A2226,06-04-2026,Hindi,Daily,RAVINA SHARMA,RAVINA SHARMA,Madhya Pradesh,Sheopur
170,AADIVAASI GONTUKA,APTEL/2012/45762,15-10-2012,Telugu,Quarterly,VATTAM UPENDER,VATTAM UPENDER,Andhra Pradesh,Warangal
171,AADIVASI VRUTTADARSHAN,MAHMAR/2000/05556,27-12-2001,Marathi,Weekly,ARJUNSING DIWANSING VASAVE,AJIT D.VASAVE,Maharashtra,Nandurbar
172,AADIWARTA,MPHIN/2007/21772,26-11-2007,Hindi,Bimonthly (Once in two months),SMT. LAXMIKANTA,LAXMIKANTA,Madhya Pradesh,Bhopal
173,AADIWASI DAHAD,MAHBIL/2021/80675,28-12-2021,"Marathi, Hindi",Weekly,ARJUN SUKHADEV YUVANATE,ARJUN SUKHADEV YUVANATE,Maharashtra,Amravati
174,AADLI KUSHLI,UTTKUM/2017/78922,29-09-2020,English,Monthly,SARASWATI DEVI,SARASWATI DEVI,Uttarakhand,Pithoragarh
175,AADRSH KISAN,RAJHIN/2016/76799,30-01-2019,Hindi,Fortnightly,PARAS GARG,PARAS GARG,Rajasthan,Hanumangarh
176,AADUKALAM SPORTSTAR,TNTAM/26/A1864,23-03-2026,Tamil,Monthly,MICHAEL MEDONA S,AADUKALAM SPORTS PRIVATE LIMITED,Tamil Nadu,Thiruvallur
177,AADYAA,ODIODI/2002/10767,18-09-2003,Oriya,Fortnightly,SANJAY KR. MOHAPATRA,SANJAY KR. MOHAPATRA,Odisha,Khordha
178,AAFAT,28301,05-12-1975,Hindi,Weekly,MOHAN PRASAD,MOHAN PRASAD,Bihar,Bhagalpur
179,AAFAT AUR RAHAT,UPHIN/2013/52909,01-11-2013,Hindi,Weekly,NALINI SINGH,NALINI SINGH,Uttar Pradesh,Lucknow
180,AAFTABE KUDRAT,MPHIN/26/A4800,08-06-2026,Hindi,Monthly,Reshma,Reshma,Madhya Pradesh,Bhopal
181,AAFTABE KUDRAT,MPHIN/26/A4794,08-06-2026,Hindi,Bimonthly (Once in two months),Reshma,Reshma,Madhya Pradesh,Bhopal
182,AAFTABE KUDRAT,MPHIN/2021/82994,12-12-2022,Hindi,Quarterly,RESHMA,RESHMA,Madhya Pradesh,Bhopal
183,AAFTABE KUDRAT,MPHIN/26/A4795,08-06-2026,Hindi,Fortnightly,Reshma,Reshma,Madhya Pradesh,Bhopal
184,AAG,UPURD/2010/35463,27-01-2011,Urdu,Daily,MOHD. HYDER MEHDI ALI,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Gorakhpur
185,AAG,MAHURD/2014/58673,29-11-2014,Urdu,Daily,AEJAZ NASIR MIRZA,TRUE MEDIA INDIAN COMMUNICATION LTD.,Maharashtra,Mumbai
186,AAG,9575,09-06-2010,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Lucknow
187,AAG,UPURD/2010/34811,16-12-2010,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Azamgarh
188,AAG,40679,08-11-2014,Hindi,Monthly,SUJATA GUPTA,SUJATA GUPTA,Delhi,New Delhi
189,AAG,UPURD/2010/34813,16-12-2010,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Kanpur Nagar
190,AAG,DELURD/2015/60426,24-02-2015,Urdu,Daily,PRABHAT DEWAN,TRUE MEDIA INDIAN COMMUNICATION LTD.,Delhi,New Delhi
191,AAG,UPURD/2010/35354,20-01-2011,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Faizabad
192,AAG AUR JAWALA,22286,03-07-1971,Hindi,Weekly,PUSHAPRAJ SHARMA,JYOTI NEWSPAPERS AGENCY,Madhya Pradesh,Ujjain
193,AAG AUR SHOLEY,UPURD/2009/27386,18-05-2009,Urdu,Daily,AFROZ MUJTABA,AFROZ MUJTABA,Uttar Pradesh,Lucknow
194,AAG KA GOLA,MPHIN/2022/82455,21-10-2022,Hindi,Monthly,MAMTA RAY,MAMTA RAY,Madhya Pradesh,Bhopal
195,AAGAAZ TIMES,UPHIN/2009/28569,03-06-2013,Hindi,Weekly,FALAK KHAN,FALAK KHAN,Uttar Pradesh,Lucknow
196,AAGAAZ TIMES,UPHIN/26/A3493,12-05-2026,Hindi,Monthly,Falak,Falak,Uttar Pradesh,Lucknow
197,AAGAAZ-E-MALVA,MPHIN/2009/39427,03-11-2011,Hindi,Weekly,SANJAY SISODIYA,SANJAY SISODIYA,Madhya Pradesh,Dhar
198,AAGAAZ-E-MALVA,MPHIN/2022/86085,11-01-2024,Hindi,Weekly,SANJAY SISODIYA,SANJAY SISODIYA,Madhya Pradesh,Bhopal
199,AAGAJ A KRANTI,MPHIN/2011/45844,25-10-2012,Hindi,Fortnightly,KAPIL SHARMA,KAPIL SHARMA,Madhya Pradesh,Gwalior
200,AAGAJ E KALAM,MPHIN/2013/50120,03-06-2013,Hindi,Weekly,CHANDRAKANT TRIPATHI,CHANDRAKANT TRIPATHI,Madhya Pradesh,Gwalior
201,AAGAJ KI AAWAJ,RAJHIN/2013/54948,13-03-2014,Hindi,Fortnightly,OM PRAKASH NAJWANI,OM PRAKASH NAJWANI,Rajasthan,Ajmer
202,Aagam News,MPHIN/26/A5660,02-07-2026,Hindi,Quarterly,Swapnil Jain,Swapnil Jain,Madhya Pradesh,Ujjain
203,AAGAM PATH,25644,21-03-1974,Hindi,Monthly,VINOD KUMAR JAIN,VINOD KUMAR JAIN,Delhi,New Delhi
204,AAGAMANAM,KERMAL/2015/70057,19-01-2017,Malayalam,Daily,AMJAD S.,AMJAD S.,Kerala,Alappuzha
205,AAGAMEE PROPAGANDA,MPHIN/2011/38042,27-06-2011,Hindi,Daily,S.M. RAFI,S.M. RAFI,Madhya Pradesh,Bhopal
206,AAGAMEE PROPAGANDA,CHHHIN/2012/43839,09-07-2012,Hindi,Daily,S.M. RAFI,S.M. RAFI,Chhattisgarh,Raipur
207,AAGAMI KALI,ODIODI/2012/46520,22-11-2012,Oriya,Daily,SMT. BAIJAYANTI MALA DAS,BAIJAYANTI MALA DAS,Odisha,Khordha
208,AAGAR KE MANJHDHAR,CHHHIN/2013/55293,15-04-2014,Hindi,Fortnightly,RAKESH SHUKLA,RAKESH SHUKLA,Chhattisgarh,Mungeli
209,AAGAR MALWA KI DHAR,MPHIN/2021/82867,22-11-2022,Hindi,Quarterly,KARISHMA MAHAWAR,KARISHMA MAHAWAR,Madhya Pradesh,Bhopal
210,AAGAR SAGAR,MAHMAR/2021/81274,25-03-2022,Marathi,Quarterly,HITESH PANDURANG MADHAVI,HITESH PANDURANG MADHAVI,Maharashtra,Mumbai
211,AAGARI RANG,MAHMAR/2011/71295,01-05-2017,Marathi,Weekly,DUSHANT HARESHWAR BHOIR,DUSHANT HARESHWAR BHOIR,Maharashtra,Thane
212,AAGAVI PAHCHAN,GUJGUJ/2013/51930,04-04-2014,Gujarati,Monthly,KIRTIBEN VINODCHANDRA JAYSWAL,KIRTIBEN VINODCHANDRA JAYSWAL,Gujarat,Kheda
213,AAGAZ,UPHIN/2006/20053,07-06-2007,Hindi,Weekly,MEENA DIXIT,MEENA DIXIT,Uttar Pradesh,Lucknow
214,AAGAZ AUR ANJAM,43119,29-08-1984,Urdu,Daily,MOAZZAM HAIDARI,MOAZZAM HAIDARI,Bihar,Patna
215,AAGAZ E WATAN,UPURD/2015/64684,09-11-2015,Urdu,Daily,MOHD. ANWARUL HAQ,MOHD. ANWARUL HAQ,Uttar Pradesh,Lucknow
216,AAGAZ INDIA,MPHIN/2012/43832,09-07-2012,Hindi,Weekly,NITIN DIWEDI,NITIN DIWEDI,Madhya Pradesh,Indore
217,AAGAZ TIMES,MAHMAR/2016/66838,14-05-2016,Marathi,Weekly,AASHA SUNIL PATIL,AASHA SUNIL PATIL,Maharashtra,Jalgaon
218,AAGE BADNA HAI,MPHIN/2006/26671,02-01-2009,Hindi,Monthly,MANOJ SAXSENA,MANOJ SAXSENA,Madhya Pradesh,Bhopal
219,AAGE BADNA HAI,MPHIN/2021/82519,21-10-2022,Hindi,Weekly,MANOJ SAXSENA,MANOJ SAXSENA,Madhya Pradesh,Bhopal
220,AAGE KADAM,10030,20-10-1964,Urdu,Weekly,CHAMAN LAL KAPUR,NA,Punjab,Jalandhar
221,Aage ki ranniti,UAHIN/26/A5403,22-06-2026,Hindi,Weekly,HEEMA DEVI,HEEMA DEVI,Uttarakhand,Dehradun
222,AAGE KI SOCH,GJGUJ/25/A4624,03-12-2025,Gujarati,Weekly,patel tejalben chetankumar,patel tejalben chetankumar,Gujarat,Mahesana
223,AAGNEYAM,KARMAL/2006/17985,21-12-2006,Malayalam,Monthly,ANUMOL K.M.,ANUMOL K.M.,Karnataka,Bengaluru Rural
224,AAGOSH E KHABAR,MPHIN/2012/47072,18-12-2012,Hindi,Weekly,Saba Khan,saba khan,Madhya Pradesh,Bhopal
225,AAGVU GUJARAT,GUJGUJ/2012/46769,05-12-2012,Gujarati,Daily,ASHOK KUMAR KANTILAL JAMBUKIYA,ASHOK KUMAR KANTILAL JAMBUKIYA,Gujarat,Ahmedabad
226,AAHAR WAYS,UPBIL/2007/19998,05-06-2007,BILINGUAL,Monthly,SACHIN BHUTANI,SACHIN BHUTANI,Uttar Pradesh,Ghaziabad
227,AAI SAHEB,MAHMAR/2005/15252,13-09-2005,Marathi,Weekly,SAMSHER MAHEMOOD PATHAN,SAMSHER MAHEMOOD PATHAN,Maharashtra,Chhatrapati Sambhaji Nagar
228,AAIN ADHIKAR,ODIODI/2017/73824,15-11-2017,Oriya,Monthly,B.B. CHAMPATIRAY,B.B.CHAMPATIRAY,Odisha,Khordha
229,AAINA,68674,07-07-1998,Oriya,Monthly,KHETRABASI SAHOO,KHETRABASI SAHOO,Odisha,Cuttack
230,AAINA BASTI KA,UPHIN/2009/31216,05-03-2010,Hindi,Weekly,RAJPRAKASH,RAJPRAKASH,Uttar Pradesh,Basti
231,AAINA E AWADH,UPURD/2015/63729,11-08-2015,Urdu,Daily,JAGDISH KUMAR MAURYA,JAGDISH KUMAR MAURYA,Uttar Pradesh,Lucknow
232,AAINA E AWADH,UPURD/2014/61013,30-03-2015,Urdu,Weekly,JAGDISH KUMAR MAURYA,JAGDISH KUMAR MAURYA,Uttar Pradesh,Lucknow
233,AAINA E HIND,UPHIN/2009/27789,20-05-2009,Hindi,Weekly,MOHD. RIYAZ,MOHD. RIYAZ,Uttar Pradesh,Moradabad
234,AAINA E SAMAJ VA SIYASAT,MAHURD/2016/67127,31-05-2016,Urdu,Weekly,MUHAMMED ABDUL WAHAB SIDDIQUI,MUHAMMED ABDUL WAHAB SIDDIQUI,Maharashtra,Thane
235,AAINA E URDU SAHAFAT,UPBIL/2015/65443,04-01-2016,"Hindi, Urdu",Annual,MURTAZA IQBAL,MURTAZA IQBAL,Uttar Pradesh,Moradabad
236,AAINA EXPRESS,UPURD/2013/54145,23-01-2014,Urdu,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,Lucknow
237,AAINA EXPRESS,UPURD/2023/87700,27-06-2024,URDU,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,Jalaun
238,AAINA EXPRESS,UPENG/2023/87669,26-06-2024,ENGLISH,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,Lucknow
239,AAINA EXPRESS,UPHIN/26/A3047,30-04-2026,Hindi,Daily,Ravi Prakash Singh,Ravi Prakash Singh,Uttar Pradesh,Lucknow
240,AAINA JIBONOR,ASSASS/2019/79185,14-12-2020,Assamese,Monthly,BHABESH CHANDRA DEKA,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,Assam,Kamrup Metropolitan
241,AAINA KANPUR,UPBIL/2012/47257,03-01-2013,"Hindi, Urdu",Weekly,ASIF ZAMANAT,ASIF ZAMANAT,Uttar Pradesh,Kanpur Nagar
242,AAINA KANPUR,UPENG/2013/50205,07-06-2013,English,Monthly,ASIF ZAMANAT,ASIF ZAMANAT,Uttar Pradesh,Kanpur Nagar
243,AAINA LOOK,UPHIN/2007/22969,18-02-2008,Hindi,Fortnightly,SANJEEV KUMAR YADAV,SANJEEV KUMAR YADAV,Uttar Pradesh,Bijnor
244,aaina mazahir uloom,UPURD/26/A4641,04-06-2026,Urdu,Monthly,Muhammad Badran Saeedi,Muhammad Badran Saeedi,Uttar Pradesh,Saharanpur
245,AAINA NANHI TULIKA,BIHHIN/2010/34319,16-11-2010,Hindi,Monthly,SANJAY SHASHWAT,SANJAY SHASHWAT,Bihar,Bhojpur
246,AAINA POST,UPHIN/2009/32665,16-06-2010,Hindi,Monthly,MOHD. FARHAN,MOHD. FARHAN,Uttar Pradesh,Prayagraj
247,AAINA SAMASTIPUR,BIHHIN/2015/65499,08-01-2016,Hindi,Monthly,SANJEEV KUMAR SINGH,SANJEEV KUMAR SINGH,Bihar,Samastipur
248,AAINA THE VISION,RAJHIN/2014/57087,10-09-2014,Hindi,Fortnightly,SURESH KUMAR KHATNAWALIA,SURESH KUMAR KHATNAWALIA,Rajasthan,Jodhpur
249,AAINA VACHARON KA,MPHIN/2011/38775,05-09-2011,Hindi,Monthly,DEEPENDRA KAUSHAL,DEEPENDRA KAUSHAL,Madhya Pradesh,Bhopal
250,AAINA-E- HAQ,DELURD/2001/03171,30-03-2000,Urdu,Monthly,MOHD. FAROOQ,MOHD. FAROOQ,Delhi,New Delhi
251,AAINA-E-MULK,UPURD/2009/27844,21-05-2009,Urdu,Weekly,SHABINA KHATOON,SHABINA KHATOON,Uttar Pradesh,Prayagraj
252,AAINA-E-MULK,UPURD/2010/32044,26-04-2010,Urdu,Daily,SHABINA KHATOON,SHABINA KHATOON,Uttar Pradesh,Prayagraj
253,AAIRA TODAY,MPHIN/2021/88116,22-07-2024,HINDI,Weekly,AKBAR KHAN,AKBAR KHAN,Madhya Pradesh,Bhopal
254,AAISA UZMA,70868,10-06-1999,Urdu,Weekly,QAJI  OBEAURDUR RAHMAN,QAZI OBEDURRAHMAN,Uttar Pradesh,Kushinagar
255,AAISA UZMA,UPURD/2011/45481,03-10-2012,Urdu,Daily,QAZI OBAIDUR RAHMAN,QAZI OBEDURRAHMAN,Uttar Pradesh,Kushinagar
256,AAJ,26521,23-09-1975,Hindi,Daily,RAM AVATAR YADAV,JNANAMANDAL LTD.,Uttar Pradesh,Kanpur Nagar
257,AAJ,UTTHIN/2010/35949,28-02-2011,Hindi,Daily,SURESH SINGH,JNANAMANDAL LTD.,Uttarakhand,Nainital
258,AAJ,2026,04-03-1957,Hindi,Daily,SHASHIKANT TRIPATHI,GYANMANDAL LTD.,Uttar Pradesh,Varanasi
259,AAJ,46142,12-05-1987,Hindi,Daily,RAM AVATAR YADAV,"JNANAMANDAL LTD, AGRA",Uttar Pradesh,Agra
260,AAJ,48981,27-01-1989,Hindi,Daily,RATNESHWAR PRASAD,JNANAMANDAL LTD.,Jharkhand,Purbi Singhbhum
261,AAJ,33443,11-06-1991,Hindi,Daily,SHEO SHANKAR DUBEY,JNANAMANDAL LTD.,Bihar,Patna
262,AAJ,38710,23-06-1997,Hindi,Daily,AKHILESH CHAND,JNANA MANDAL LTD.,Uttar Pradesh,Gorakhpur
263,AAJ,59741,03-09-1990,Hindi,Daily,JITENDRA KUMAR SINGH,GYANMANDAL LIMITED,Uttar Pradesh,Prayagraj
264,AAJ,44305,01-01-1985,Hindi,Daily,RATNESHWAR PRASAD,JNANAMANDAL LTD,Bihar,Ranchi
265,AAJ,51068,12-12-2005,Hindi,Daily,SURESH SINGH,GYANMANDAL LTD.,Uttar Pradesh,Bareilly
266,AAJ BIKEL,WBBEN/2014/65433,04-01-2016,Bengali,Daily,KUMARESH HALDER,KUMARESH HALDER,West Bengal,North 24 Parganas
267,AAJ BUNDELKHAND,UPHIN/2012/44452,02-08-2012,Hindi,Weekly,CHAU K.L. YADAV,CH. K.L. YADAV,Uttar Pradesh,Jalaun
268,AAJ ESTATE,DELENG/2021/91066,16-07-2025,English,Weekly,DEVINDER BAISOYA,DEVINDER BAISOYA,Delhi,New Delhi
269,AAJ EXPRESS,MPHIN/2008/27258,23-03-2009,Hindi,Daily,IMRAN AHMED,IMRAN AHMED,Madhya Pradesh,Bhopal
270,AAJ JAIPUR,RAJHIN/2010/35263,20-06-2013,Hindi,Daily,SUNIL KUMAR SHARMA,AVI NEWSPRINT MEDIA PVT. LTD.,Rajasthan,Jaipur
271,AAJ KA A.P.,APURD/2010/37199,13-05-2011,Urdu,Daily,SYED KARRAR ALI KHAN,SYED KARRAR ALI KHAN,Andhra Pradesh,Hyderabad
272,AAJ KA A.P.,APENG/2009/29343,29-10-2009,English,Fortnightly,SYED KARRAR ALI KHAN,SYED KARRAR ALI KHAN,Andhra Pradesh,Hyderabad
273,AAJ KA AACHARAN,MPHIN/2014/57033,08-09-2014,Hindi,Daily,CHANDRAKANT TRIPATHI,CHANDRA KANT TRIPATHI,Madhya Pradesh,Gwalior
274,AAJ KA AAINA,HARHIN/2007/21697,06-11-2007,HINDI,Weekly,SURESH MALIK,SURESH MALIK,Haryana,Panipat
275,AAJ KA AAKLAN,MPHIN/2017/75263,30-05-2018,Hindi,Daily,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
276,AAJ KA AAKLAN,MPHIN/2018/77034,18-03-2019,Hindi,Weekly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
277,AAJ KA AAKLAN,MPHIN/2018/77141,08-04-2019,Hindi,Quarterly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
278,AAJ KA AAKLAN,MPHIN/2013/52557,11-10-2013,Hindi,Monthly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
279,AAJ KA AALAP,CHHHIN/2014/57598,09-10-2014,Hindi,Daily,KUMARI RINKI SONI,KUMARI RINKI SONI,Chhattisgarh,Raipur
280,AAJ KA AALAP,CTHIN/25/A2713,19-09-2025,Hindi,Daily,KUMARI RINKI SONI,KUMARI RINKI SONI,Chhattisgarh,Surguja
281,AAJ KA AARADHYA,RAJHIN/2018/78179,25-11-2019,Hindi,Monthly,OM PRAKASH SHARMA,OM PRAKASH SHARMA,Rajasthan,Sikar
282,AAJ KA AATANK,UPHIN/2009/29998,11-12-2009,Hindi,Daily,DILIP CHANDRA PANDEY,DILIP CHANDRA PANDEY,Uttar Pradesh,Basti
283,AAJ KA ABHIMANYU,MPHIN/2011/40801,24-12-2013,Hindi,Weekly,RAJEEV SRIVASTAVA,M/S. RAAS PUBLICATION PVT. LTD.,Madhya Pradesh,Indore
284,AAJ KA ADHYAYAN,62936,03-01-1996,Hindi,Quarterly,PRADEEP KUMAR,PRADEEP KUMAR,Uttar Pradesh,Bareilly
285,AAJ KA ADITYA,UTTHIN/2009/30568,22-01-2010,Hindi,Weekly,SUNITA MISHRA,SUNITA MISHRA,Uttarakhand,Dehradun
286,AAJ KA ADITYA,UTTHIN/2012/42938,15-06-2012,Hindi,Weekly,SUNITA MISHRA,SUNITA MISHRA,Uttarakhand,Tehri Garhwal
287,AAJ KA AKOLA,MAHHIN/2022/84214,11-05-2023,Hindi,Weekly,JAGDISH ARUN MAGAR,JAGDISH ARUN MAGAR,Maharashtra,Akola
288,AAJ KA ANAND,32038,19-11-1979,Hindi,Daily,ANAND SHYAM AGARWAL,AAJ KA ANAND PAPERS LTD,Maharashtra,Pune
289,AAJ KA ANAND,MAHHIN/2008/31252,05-03-2010,Hindi,Daily,ANAND SHYAM AGARWAL,AAJ KA ANAND PAPERS LTD,Maharashtra,Mumbai
290,AAJ KA ANNADATA,MPBIL/2017/77138,08-04-2019,"English, HINDI",Monthly,JAYPRAKASH SHUKLA,JAY PRAKASH SHUKLA,Madhya Pradesh,Ratlam
291,AAJ KA ANUBHAV,CHHHIN/2012/44265,26-07-2012,Hindi,Monthly,UMESH TRIPATHI,UMESH TRIPATHI,Chhattisgarh,Raipur
292,AAJ KA ANUBHAV,MPHIN/1999/00365,18-02-2000,Hindi,Weekly,UMESH TRIPATHI,UMESH TRIPATHI,Madhya Pradesh,Bhopal
293,AAJ KA APRADH,UPHIN/2009/30902,11-02-2010,Hindi,Weekly,SYED ASIF,SYED ASIF,Uttar Pradesh,Gorakhpur
294,AAJ KA ARJUN,UTTHIN/2010/36694,24-05-2011,Hindi,Fortnightly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
295,AAJ KA ARJUN,59527,12-11-2010,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttar Pradesh,Muzaffarnagar
296,AAJ KA ARJUN,UPHIN/2012/46803,05-12-2012,Hindi,Daily,RAJNEESH KUMAR GAUTAM,RUDRESH FAUJI,Uttar Pradesh,Muzaffarnagar
297,AAJ KA ARJUN,UTTHIN/2006/16549,10-05-2006,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
298,AAJ KA ARJUN,UTTHIN/2012/41040,30-08-2012,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Udham Singh Nagar
299,AAJ KA ARJUN,UTTHIN/2006/19040,10-04-2007,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Dehradun
300,AAJ KA ARJUN,UTTURD/2011/41039,07-03-2012,Urdu,Fortnightly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
301,AAJ KA BHARAT,GUJGUJ/2013/54036,20-01-2014,Gujarati,Fortnightly,VINODKUMAR SHIVBAHADUR UPADHYAY,VINODKUMAR SHIVBAHADUR UPADHYAY,Gujarat,Navsari
302,AAJ KA BHAROSA,UPHIN/2016/67351,06-06-2016,Hindi,Weekly,AMIT GUPTA,AMIT GUPTA,Uttar Pradesh,Bijnor
303,AAJ KA BHED,UPHIN/2006/19792,11-04-2014,Hindi,Daily,SUSHIL KUMAR AWASTHI,SUSHIL KUMAR AWASTHI,Uttar Pradesh,Lucknow
304,AAJ KA BHOPAL,MPHIN/2013/52719,23-10-2013,Hindi,Monthly,SHRIKANT AGRAWAL,SHRIKANT AGARWAL,Madhya Pradesh,Bhopal
305,AAJ KA BULLETIN,UPHIN/2013/51210,31-07-2013,HINDI,Daily,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Meerut
306,AAJ KA BULLETIN,UPHIN/2011/39715,22-11-2011,HINDI,Weekly,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Meerut
307,AAJ KA BULLETIN,UPHIN/2023/90994,19-06-2025,Hindi,Daily,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Hapur
308,AAJ KA CHAUPAL,UPHIN/2014/58642,28-11-2014,Hindi,Daily,DINESH CHANDRA DWIVEDI,DINESH CHANDRA DWIVEDI,Uttar Pradesh,Fatehpur
309,AAJ KA CRIME,GUJGUJ/2014/57740,15-10-2014,Gujarati,Weekly,DUBAL HIREN KANAIYALAL,DUBAL HIREN KANAIYALAL,Gujarat,Surendranagar
310,AAJ KA DAHAKTA SURAJ,UPHIN/2016/69219,09-11-2016,Hindi,Weekly,MANGLESH SINGH,MANGLESH SINGH,Uttar Pradesh,Bijnor
311,AAJ KA DARSHAN,MPHIN/2008/24071,26-05-2008,Hindi,Weekly,NARAYANDAS VAISHNAV,NARAYAN DAS VAISHNAV,Madhya Pradesh,Bhopal
312,AAJ KA DAUR,MAHHIN/2000/06614,14-05-2002,Hindi,Fortnightly,SHYAM SUNDER SHARMA,SHYAM SUNDER SHARMA,Maharashtra,Mumbai
313,AAJ KA DAUR,MAHHIN/2013/53504,12-12-2013,Hindi,Daily,REENA SUBHASH PASSI,SHYAM SUNDER SHARMA,Maharashtra,Mumbai
314,AAJ KA DEHAJ,46291,12-12-2005,Hindi,Fortnightly,SITARAM SHARMA,SITARAM SHARMA,Rajasthan,Jaipur
315,AAJ KA DIN,CHHHIN/2017/72472,11-07-2017,Hindi,Daily,VIDYANAND THAKUR,VIDYANAND THAKUR,Chhattisgarh,Raigarh
316,AAJ KA DIN,CHHHIN/2015/69653,16-12-2016,Hindi,Fortnightly,VIDYANAND THAKUR,VIDYANAND THAKUR,Chhattisgarh,Raipur
317,AAJ KA DON,MPBIL/2009/28934,14-09-2009,"English, HINDI",Weekly,RAVI YADAV,RAVI YADAV,Madhya Pradesh,Indore
318,AAJ KA DOOT,MPHIN/2013/53943,13-01-2014,Hindi,Weekly,HIMANI DANDOTOYA,HIMANI DANDOTOYA,Madhya Pradesh,Gwalior
319,AAJ KA DOR,MPHIN/2012/42186,15-05-2012,Hindi,Daily,AFREEN KHAN,AFREEN KHAN,Madhya Pradesh,Bhopal
320,AAJ KA FAISLA,UTTHIN/2023/86591,29-02-2024,Hindi,Fortnightly,KAJAL,KAJAL,Uttarakhand,Udham Singh Nagar
321,AAJ KA FOCUS,UPHIN/2004/13200,20-09-2004,Hindi,Monthly,PUSHPA PRASAD,PUSHPA PRASAD,Uttar Pradesh,Lucknow
322,aaj ka gaurav,MPHIN/26/A2404,10-04-2026,Hindi,Monthly,Heeralal,Heeralal,Madhya Pradesh,Bhopal
